transaction_id,date,year,month,publisher,game_name,base_price,discount_percent,sale_price,quantity,total_revenue
TXN0001556,2022-04-22,2022,4,Fireproof Games,The Room,13.21,0,13.21,1,13.21
TXN0001557,2022-04-22,2022,4,Sony Computer Entertainment,Spawn the Eternal,15.16,15,12.89,1,12.89
TXN0001558,2022-04-22,2022,4,Activision,Call of Duty: Finest Hour,14.54,75,3.63,2,7.27
TXN0001559,2022-04-22,2022,4,2K Sports,WWE 2K15,14.11,40,8.47,1,8.47
TXN0001560,2022-04-22,2022,4,Capcom,Devil May Cry 4 Special Edition,12.99,0,12.99,1,12.99
TXN0001561,2022-04-23,2022,4,Disney Interactive Studios,Bolt,15.22,0,15.22,1,15.22
TXN0001562,2022-04-23,2022,4,Sega,Sonic Riders,5.78,20,4.63,1,4.63
TXN0001563,2022-04-23,2022,4,Sunsoft,Chameleon Twist,14.70,20,11.76,1,11.76
TXN0001564,2022-04-23,2022,4,Namco Bandai Games,Gon: BakuBakuBakuBaku Adventure,6.10,0,6.10,1,6.10
TXN0001565,2022-04-23,2022,4,Ubisoft,Ape Escape 2,12.61,40,7.57,1,7.57
TXN0001566,2022-04-23,2022,4,Konami Digital Entertainment,Jikkyou Powerful Pro Baseball 2016,8.03,15,6.82,1,6.82
TXN0001567,2022-04-23,2022,4,Sony Computer Entertainment,SingStar Latino,18.41,0,18.41,1,18.41
TXN0001568,2022-04-23,2022,4,Electronic Arts,Medal of Honor,21.37,0,21.37,1,21.37
TXN0001569,2022-04-23,2022,4,Electronic Arts,FIFA 20,24.84,0,24.84,1,24.84
TXN0001570,2022-04-23,2022,4,Namco,Namco Museum Vol.3,6.33,20,5.07,5,25.33
TXN0001571,2022-04-23,2022,4,Nintendo,DS Uranai Seikatsu,12.44,25,9.33,1,9.33
TXN0001572,2022-04-23,2022,4,Eidos Interactive,TimeSplitters 2,17.13,30,11.99,1,11.99
TXN0001573,2022-04-23,2022,4,Koei Tecmo,Nioh: Complete Edition,28.88,10,25.99,1,25.99
TXN0001574,2022-04-23,2022,4,Konami,BeatMania IIDX 16: Empress + Premium Best,8.60,40,5.16,1,5.16
TXN0001575,2022-04-23,2022,4,Grey Box,RiME,18.11,50,9.05,1,9.05
TXN0001576,2022-04-23,2022,4,Activision,Blade II,14.00,20,11.20,1,11.20
TXN0001577,2022-04-24,2022,4,Electronic Arts,1503 A.D.: The New World,15.80,20,12.64,1,12.64
TXN0001578,2022-04-24,2022,4,Bandai,Gegege no Kitarou: Youkai Daiundoukai,10.66,40,6.40,1,6.40
TXN0001579,2022-04-24,2022,4,Capcom,Street Fighter Alpha: Warriors' Dreams,14.85,25,11.14,1,11.14
TXN0001580,2022-04-24,2022,4,Activision,Cabela's Adventure Camp,19.57,0,19.57,1,19.57
TXN0001581,2022-04-24,2022,4,Square Enix,Kingdom Hearts HD II.8 Final Chapter Prologue,20.02,0,20.02,1,20.02
TXN0001582,2022-04-24,2022,4,Rockstar Games,Midnight Club: Street Racing,7.02,15,5.97,1,5.97
TXN0001583,2022-04-24,2022,4,Konami Digital Entertainment,Pro Evolution Soccer 2015,11.22,25,8.41,1,8.41
TXN0001584,2022-04-24,2022,4,Deep Silver,Mighty No. 9,10.98,0,10.98,1,10.98
TXN0001585,2022-04-24,2022,4,Nintendo,Donkey Kong Country,14.92,25,11.19,2,22.38
TXN0001586,2022-04-24,2022,4,DSI Games,UNO 52,16.70,10,15.03,1,15.03
TXN0001587,2022-04-24,2022,4,Acclaim Entertainment,Mortal Kombat II (JP sales),17.75,15,15.09,1,15.09
TXN0001588,2022-04-25,2022,4,XS Games,Castle Shikigami 2,10.64,30,7.45,3,22.35
TXN0001589,2022-04-25,2022,4,Konami,ESPN International Track & Field,7.52,0,7.52,1,7.52
TXN0001590,2022-04-25,2022,4,Electronic Arts,Mirror's Edge,17.26,20,13.81,1,13.81
TXN0001591,2022-04-25,2022,4,Pow,Block Kuzushi,5.77,0,5.77,1,5.77
TXN0001592,2022-04-25,2022,4,Namco Bandai Games,Tekken Tag Tournament 2,16.47,10,14.82,1,14.82
TXN0001593,2022-04-25,2022,4,Dramatic Create,Tokeijikake no Ley Line: Kagerou ni Samayou Majo,7.53,15,6.40,1,6.40
TXN0001594,2022-04-25,2022,4,Interplay,Tempest 3X,19.64,0,19.64,1,19.64
TXN0001595,2022-04-25,2022,4,Neocore Games,The Incredible Adventures of Van Helsing II,26.51,20,21.21,1,21.21
TXN0001596,2022-04-25,2022,4,Namco Bandai Games,Super Robot Taisen OG Infinite Battle,16.07,20,12.85,1,12.85
TXN0001597,2022-04-25,2022,4,Atari,Atari's Greatest Hits: Volume 1,7.94,0,7.94,1,7.94
TXN0001598,2022-04-25,2022,4,Ubisoft,South Park: The Stick of Truth,23.36,30,16.35,1,16.35
TXN0001599,2022-04-25,2022,4,Electronic Arts,Harry Potter and the Deathly Hallows - Part 2,11.07,15,9.41,1,9.41
TXN0001600,2022-04-25,2022,4,Nintendo,LEGO City Undercover,5.58,0,5.58,1,5.58
TXN0001601,2022-04-25,2022,4,Paradox Interactive,Magicka,22.56,20,18.05,3,54.15
TXN0001602,2022-04-25,2022,4,Electronic Arts,Command & Conquer 3: Tiberium Wars,12.32,25,9.24,1,9.24
TXN0001603,2022-04-25,2022,4,Perpetual,Don't Knock Twice,17.94,20,14.36,1,14.36
TXN0001604,2022-04-25,2022,4,Electronic Arts,Dragon Zakura DS,18.15,20,14.52,1,14.52
TXN0001605,2022-04-26,2022,4,Namco Bandai,Tales of Destiny,15.88,40,9.53,1,9.53
TXN0001606,2022-04-26,2022,4,Warner Bros. Interactive Entertainment,Injustice: Gods Among Us,14.47,40,8.68,1,8.68
TXN0001607,2022-04-26,2022,4,Nintendo,Ken Griffey Jr.'s Slugfest,13.84,10,12.46,1,12.46
TXN0001608,2022-04-26,2022,4,Codemasters,Rise of the Argonauts,16.06,25,12.04,1,12.04
TXN0001609,2022-04-26,2022,4,Atari,Solaris,12.82,0,12.82,1,12.82
TXN0001610,2022-04-26,2022,4,Hidden Path Entertainment,Defense Grid: The Awakening,26.08,0,26.08,5,130.40
TXN0001611,2022-04-26,2022,4,Ecole,Melty Blood: Actress Again,8.45,0,8.45,1,8.45
TXN0001612,2022-04-26,2022,4,Prototype,The Three Kingdoms Love Story ~ The Art of Otome!,8.32,0,8.32,1,8.32
TXN0001613,2022-04-26,2022,4,Atlus,Shin Megami Tensei NINE,15.14,40,9.09,1,9.09
TXN0001614,2022-04-26,2022,4,Activision,Cabela's Dangerous Hunts 2,10.93,20,8.75,1,8.75
TXN0001615,2022-04-26,2022,4,Conspiracy Entertainment,Safari Adventures: Africa,17.03,25,12.77,1,12.77
TXN0001616,2022-04-26,2022,4,THQ,Hot Wheels: Track Attack,8.50,0,8.50,1,8.50
TXN0001617,2022-04-26,2022,4,Electronic Arts,Harry Potter and the Prisoner of Azkaban,25.73,40,15.44,1,15.44
TXN0001618,2022-04-26,2022,4,2K Sports,MLB Power Pros 2008,19.56,20,15.65,1,15.65
TXN0001619,2022-04-26,2022,4,Ubisoft,Gold's Gym: Cardio Workout,9.85,40,5.91,2,11.82
TXN0001620,2022-04-26,2022,4,TDK Mediactive,UFC: Tapout 2,10.66,0,10.66,2,21.31
TXN0001621,2022-04-27,2022,4,Avanquest Software,7 Roses: A Darkness Rises,24.14,20,19.31,1,19.31
TXN0001622,2022-04-27,2022,4,Konami,International Superstar Soccer 2000 (All region sales),5.57,0,5.57,1,5.57
TXN0001623,2022-04-27,2022,4,Aksys Games,Exist Archive: The Other Side of the Sky,12.39,0,12.39,2,24.78
TXN0001624,2022-04-27,2022,4,Working Designs,Elemental Gearbolt,18.49,40,11.09,1,11.09
TXN0001625,2022-04-27,2022,4,Ubisoft,The Adventures of Tintin: The Game,17.35,15,14.75,1,14.75
TXN0001626,2022-04-27,2022,4,EA Sports,NHL 11,12.80,0,12.80,1,12.80
TXN0001627,2022-04-27,2022,4,Atari,Test Drive,13.67,20,10.94,3,32.82
TXN0001628,2022-04-27,2022,4,Acclaim Entertainment,Gladiator: Sword of Vengeance,10.28,25,7.71,1,7.71
TXN0001629,2022-04-27,2022,4,Activision,Cabela's Big Game Hunter 2005 Adventures,13.95,15,11.86,1,11.86
TXN0001630,2022-04-27,2022,4,Activision,Ty the Tasmanian Tiger 3: Night of the Quinkan,19.84,50,9.92,1,9.92
TXN0001631,2022-04-27,2022,4,Nintendo,Hyrule Warriors Legends,17.49,15,14.87,1,14.87
TXN0001632,2022-04-27,2022,4,Sony Computer Entertainment,SingStar: Made In Germany,16.46,0,16.46,1,16.46
TXN0001633,2022-04-27,2022,4,Activision,American Chopper,17.26,0,17.26,1,17.26
TXN0001634,2022-04-28,2022,4,Sony Computer Entertainment,Mega Minis Volume 2,14.15,20,11.32,1,11.32
TXN0001635,2022-04-28,2022,4,Electronic Arts,The Sims 2: Bon Voyage,27.57,15,23.43,1,23.43
TXN0001636,2022-04-28,2022,4,THQ,Red Faction: Armageddon,14.17,0,14.17,1,14.17
TXN0001637,2022-04-28,2022,4,Warner Bros. Interactive Entertainment,LEGO Harry Potter Collection,20.53,40,12.32,1,12.32
TXN0001638,2022-04-28,2022,4,Nintendo,Donkey Kong Jungle Climber,18.75,10,16.88,3,50.63
TXN0001639,2022-04-28,2022,4,Avanquest Software,4 Play Collection - Dark Mysteries,29.94,10,26.95,1,26.95
TXN0001640,2022-04-28,2022,4,Nintendo,Tennis,12.96,0,12.96,1,12.96
TXN0001641,2022-04-28,2022,4,NIS America,Criminal Girls: Invite Only,15.46,0,15.46,1,15.46
TXN0001642,2022-04-28,2022,4,Konami,J-League Winning Eleven 2009: Club Championship,6.46,25,4.85,1,4.85
TXN0001643,2022-04-28,2022,4,989 Studios,Cardinal Syn,14.11,25,10.58,1,10.58
TXN0001644,2022-04-28,2022,4,Bigben Interactive,Hunting Simulator,12.17,20,9.73,1,9.73
TXN0001645,2022-04-28,2022,4,Nintendo,Yokai Watch 3: Sukiyaki,11.03,0,11.03,1,11.03
TXN0001646,2022-04-28,2022,4,Activision,Skylanders Imaginators,18.84,15,16.01,2,32.03
TXN0001647,2022-04-28,2022,4,Konami Digital Entertainment,Pro Evolution Soccer 2015,10.29,20,8.23,1,8.23
TXN0001648,2022-04-29,2022,4,Capcom,Mega Man Legacy Collection 1+2,17.93,0,17.93,1,17.93
TXN0001649,2022-04-29,2022,4,Activision,Skylanders: SuperChargers,18.69,20,14.95,1,14.95
TXN0001650,2022-04-29,2022,4,Ubisoft,Imagine: Resort Owner,14.71,10,13.24,3,39.72
TXN0001651,2022-04-29,2022,4,Nintendo,Battalion Wars,6.22,25,4.66,1,4.66
TXN0001652,2022-04-29,2022,4,Ubisoft,Imagine: Makeup Artist,10.92,0,10.92,2,21.84
TXN0001653,2022-04-29,2022,4,7G//AMES,Germany's Next Topmodel 2011,5.55,0,5.55,1,5.55
TXN0001654,2022-04-29,2022,4,Electronic Arts,Medal of Honor Heroes,18.16,15,15.44,1,15.44
TXN0001655,2022-04-29,2022,4,Sony Computer Entertainment,MLB 11: The Show,7.37,25,5.53,1,5.53
TXN0001656,2022-04-29,2022,4,Warner Bros. Interactive,TouchMaster 3(Others sales),19.95,40,11.97,1,11.97
TXN0001657,2022-04-29,2022,4,VU Games,Battlestar Galactica,7.93,15,6.74,1,6.74
TXN0001658,2022-04-29,2022,4,Warner Bros. Interactive Entertainment,Scribblenauts Mega Pack,20.10,0,20.10,1,20.10
TXN0001659,2022-04-29,2022,4,Kalypso Media,The Inner World: The Last Wind Monk,21.68,20,17.34,1,17.34
TXN0001660,2022-04-29,2022,4,Conspiracy Entertainment,Mini Desktop Racing,15.89,0,15.89,1,15.89
TXN0001661,2022-04-29,2022,4,Konami,Jikkyou Powerful Pro Yakyuu 10,9.28,0,9.28,1,9.28
TXN0001662,2022-04-29,2022,4,Blizzard Entertainment,World of Warcraft: Battle for Azeroth,17.93,20,14.35,1,14.35
TXN0001663,2022-04-29,2022,4,Sega,Sonic CD,12.48,20,9.98,1,9.98
TXN0001664,2022-04-29,2022,4,Nintendo,Hyrule Warriors,17.10,40,10.26,1,10.26
TXN0001665,2022-04-29,2022,4,Konami,Jikkyou Powerful Pro Yakyuu 2011,5.71,0,5.71,5,28.53
TXN0001666,2022-04-29,2022,4,Nintendo,"WarioWare, Inc.: Mega Party Game$",11.88,0,11.88,4,47.50
TXN0001667,2022-04-29,2022,4,Soedesco,Owlboy,24.46,20,19.57,1,19.57
TXN0001668,2022-04-29,2022,4,Electronic Arts,Syndicate,24.90,25,18.68,1,18.68
TXN0001669,2022-04-29,2022,4,Nintendo,Super Mario Bros. 2,14.82,20,11.85,2,23.71
TXN0001670,2022-04-30,2022,4,Disney Interactive Studios,Wizards of Waverly Place,14.14,10,12.73,1,12.73
TXN0001671,2022-04-30,2022,4,Quinrose,"Asaki, Yumemishi",14.44,25,10.83,1,10.83
TXN0001672,2022-04-30,2022,4,Ubisoft,South Park: The Stick of Truth,23.36,0,23.36,1,23.36
TXN0001673,2022-04-30,2022,4,Activision,Spider-Man 2,16.91,10,15.22,1,15.22
TXN0001674,2022-04-30,2022,4,Nintendo,Kirby's Return to Dreamland,6.72,10,6.04,3,18.13
TXN0001675,2022-04-30,2022,4,Bandai,Gundam Battle Assault,11.27,0,11.27,1,11.27
TXN0001676,2022-04-30,2022,4,Electronic Arts,James Bond 007: Nightfire,10.65,20,8.52,1,8.52
TXN0001677,2022-04-30,2022,4,EA Sports,FIFA Soccer World Championship,19.14,10,17.22,1,17.22
TXN0001678,2022-04-30,2022,4,5pb,Monochrome Fighter: Cross Road,9.46,15,8.04,1,8.04
TXN0001679,2022-04-30,2022,4,THQ,Marvel Super Hero Squad,11.31,0,11.31,1,11.31
TXN0001680,2022-04-30,2022,4,Activision,Spanish for Everyone!,7.36,0,7.36,1,7.36
TXN0001681,2022-04-30,2022,4,Nippon Ichi Software,Lapis x Labyrinth,10.76,15,9.14,1,9.14
TXN0001682,2022-04-30,2022,4,Activision,Little League World Series Baseball 2010,7.85,20,6.28,1,6.28
TXN0001683,2022-04-30,2022,4,Sony Computer Entertainment,Heavenly Sword,7.18,20,5.75,1,5.75
TXN0001684,2022-05-01,2022,5,Idea Factory,Brothers Conflict: Passion Pink,8.93,40,5.36,1,5.36
TXN0001685,2022-05-01,2022,5,Jaleco,Goblin Commander: Unleash the Horde,18.13,0,18.13,1,18.13
TXN0001686,2022-05-01,2022,5,Ubisoft,My Secret World by Imagine,12.81,20,10.25,2,20.50
TXN0001687,2022-05-01,2022,5,Activision,Zoobles! Spring to Life!,8.49,20,6.79,1,6.79
TXN0001688,2022-05-01,2022,5,Ubisoft,Tom Clancy's Rainbow Six: Siege,27.18,20,21.74,1,21.74
TXN0001689,2022-05-01,2022,5,Capcom,Mega Man Network Transmission,19.00,15,16.15,1,16.15
TXN0001690,2022-05-01,2022,5,Electronic Arts,Scrabble,16.04,0,16.04,1,16.04
TXN0001691,2022-05-01,2022,5,505 Games,Shin Chan Contra ?­Los Plastas!,19.80,30,13.86,1,13.86
TXN0001692,2022-05-01,2022,5,Electronic Arts,The Sims 2,13.63,15,11.59,1,11.59
TXN0001693,2022-05-01,2022,5,Activision,Enduro,11.47,0,11.47,1,11.47
TXN0001694,2022-05-01,2022,5,Atari,Hangman,9.97,20,7.98,1,7.98
TXN0001695,2022-05-01,2022,5,Spike Chunsoft,Kenka Bancho Otome: Kanzenmuketsu no My Honey,5.99,25,4.49,1,4.49
TXN0001696,2022-05-01,2022,5,Idea Factory International,Hyperdimension Neptunia Re;Birth 3: V Generation,27.22,40,16.33,1,16.33
TXN0001697,2022-05-01,2022,5,EA Sports BIG,NFL Street 2,5.72,20,4.58,1,4.58
TXN0001698,2022-05-02,2022,5,Conspiracy Entertainment,Summer Athletics: The Ultimate Challenge (Others sales),9.29,30,6.50,1,6.50
TXN0001699,2022-05-02,2022,5,Destineer,Pet Pals: New Leash on Life,16.41,40,9.85,3,29.54
TXN0001700,2022-05-02,2022,5,Sega,Taito Legends,15.40,40,9.24,1,9.24
TXN0001701,2022-05-02,2022,5,Quinrose,Heart no Kuni no Alice: Wonderful Twin World,6.40,10,5.76,3,17.29
TXN0001702,2022-05-02,2022,5,THQ,Cars,5.07,40,3.04,2,6.08
TXN0001703,2022-05-02,2022,5,Crave Entertainment,Monster Mayhem: Build and Battle,14.50,15,12.33,1,12.33
TXN0001704,2022-05-02,2022,5,Capcom,Resident Evil: Revelations 2,25.07,0,25.07,1,25.07
TXN0001705,2022-05-02,2022,5,Namco,Tales of the Tempest,9.89,0,9.89,1,9.89
TXN0001706,2022-05-02,2022,5,CPG Products,Action Force,8.69,75,2.17,1,2.17
TXN0001707,2022-05-02,2022,5,Warner Bros. Interactive Entertainment,LEGO The Lord of the Rings,9.56,40,5.74,1,5.74
TXN0001708,2022-05-02,2022,5,Atlus,Etrian Odyssey: Millennium Girl,9.56,50,4.78,1,4.78
TXN0001709,2022-05-02,2022,5,Activision,Monsters vs. Aliens,12.90,50,6.45,1,6.45
TXN0001710,2022-05-03,2022,5,Ubisoft,CSI: Fatal Conspiracy,13.85,20,11.08,1,11.08
TXN0001711,2022-05-03,2022,5,Namco Bandai,Dragon Ball Z: Attack of the Saiyans,7.94,15,6.75,1,6.75
TXN0001712,2022-05-03,2022,5,Namco,Taiko no Tatsujin: Waku Waku Anime Matsuri,11.04,10,9.93,1,9.93
TXN0001713,2022-05-03,2022,5,505 Games,Discovery Kids: Snake Safari,18.93,30,13.25,1,13.25
TXN0001714,2022-05-03,2022,5,Silky`s,Nanairo Reincarnation,6.31,10,5.68,1,5.68
TXN0001715,2022-05-03,2022,5,Konami,DEATH NOTE: Kira Game,7.39,20,5.91,1,5.91
TXN0001716,2022-05-03,2022,5,Sony Computer Entertainment,High Velocity Bowling,14.11,0,14.11,1,14.11
TXN0001717,2022-05-03,2022,5,Studio Wildcard,ARK: Survival Evolved,17.89,0,17.89,1,17.89
TXN0001718,2022-05-04,2022,5,Atari,The Chronicles of Riddick: Assault on Dark Athena,16.39,0,16.39,1,16.39
TXN0001719,2022-05-04,2022,5,Hamster Corporation,Arcade Hits: Frisky Tom,18.03,25,13.53,1,13.53
TXN0001720,2022-05-04,2022,5,Sony Computer Entertainment,Bleach: Heat the Soul 6,17.86,10,16.08,1,16.08
TXN0001721,2022-05-04,2022,5,Global Star Software,Spy vs Spy,16.31,0,16.31,1,16.31
TXN0001722,2022-05-04,2022,5,Mumbo Jumbo,Build-a-lot,18.48,0,18.48,1,18.48
TXN0001723,2022-05-04,2022,5,Capcom,Resident Evil 6,21.78,10,19.61,1,19.61
TXN0001724,2022-05-04,2022,5,Xseed Games,Nitroplus Blasterz: Heroines Infinite Duel,12.90,0,12.90,1,12.90
TXN0001725,2022-05-04,2022,5,EA Sports BIG,FIFA Street 3,16.87,0,16.87,1,16.87
TXN0001726,2022-05-04,2022,5,Victory Lap Games,Dark Rift,6.67,10,6.00,1,6.00
TXN0001727,2022-05-04,2022,5,Electronic Arts,The Sims 2: Ikea Home Stuff,12.07,0,12.07,1,12.07
TXN0001728,2022-05-04,2022,5,Ubisoft,Enchanted Arms (JP sales),12.22,25,9.16,1,9.16
TXN0001729,2022-05-04,2022,5,Nintendo,Super Mario Advance,5.42,20,4.33,1,4.33
TXN0001730,2022-05-05,2022,5,Ubisoft,Beowulf: The Game,6.01,0,6.01,1,6.01
TXN0001731,2022-05-05,2022,5,CokeM Interactive,Loving Life with Hello Kitty & Friends,19.23,0,19.23,4,76.90
TXN0001732,2022-05-05,2022,5,Encore,Fugitive Hunter: War on Terror,8.37,30,5.86,1,5.86
TXN0001733,2022-05-05,2022,5,VU Games,Whirl Tour,14.09,0,14.09,1,14.09
TXN0001734,2022-05-05,2022,5,Atari,Dungeons & Dragons: Eye of the Beholder,10.89,20,8.71,1,8.71
TXN0001735,2022-05-05,2022,5,Microsoft Game Studios,Banjo-Kazooie: Nuts & Bolts,12.20,10,10.98,4,43.93
TXN0001736,2022-05-05,2022,5,Activision,The Legend of Heroes: Trails in the Sky Second Chapter,14.27,10,12.84,1,12.84
TXN0001737,2022-05-05,2022,5,Activision,Blade II,18.72,25,14.04,1,14.04
TXN0001738,2022-05-05,2022,5,Sega,Dengeki Bunko Fighting Climax,15.74,75,3.94,1,3.94
TXN0001739,2022-05-05,2022,5,Sega,Tenka-bito,9.44,15,8.03,1,8.03
TXN0001740,2022-05-05,2022,5,Bandai,Digimon World,9.04,20,7.23,1,7.23
TXN0001741,2022-05-05,2022,5,Electronic Arts,NCAA Football 07,8.52,25,6.39,1,6.39
TXN0001742,2022-05-06,2022,5,Electronic Arts,Charm Girls Club: My Fashion Mall,16.58,0,16.58,1,16.58
TXN0001743,2022-05-06,2022,5,Global Star Software,Carve,11.44,20,9.15,1,9.15
TXN0001744,2022-05-06,2022,5,Nintendo,Trace Memory,13.37,30,9.36,1,9.36
TXN0001745,2022-05-06,2022,5,Nintendo,The Legend of Zelda: Ocarina of Time,16.42,30,11.49,1,11.49
TXN0001746,2022-05-06,2022,5,NIS America,Grand Kingdom,28.55,0,28.55,1,28.55
TXN0001747,2022-05-06,2022,5,Namco Bandai,Mage Knight: Destiny's Soldier,19.28,0,19.28,1,19.28
TXN0001748,2022-05-06,2022,5,Ubisoft,Rayman Origins,17.39,20,13.91,1,13.91
TXN0001749,2022-05-07,2022,5,Nintendo,Mario Tennis Open,13.97,20,11.17,1,11.17
TXN0001750,2022-05-07,2022,5,Blizzard Entertainment,Diablo II: Lord of Destruction,17.99,15,15.29,1,15.29
TXN0001751,2022-05-07,2022,5,Sammy Corporation,Jissen Pachi-Slot Hisshouhou! Aladdin A,16.64,10,14.98,3,44.94
TXN0001752,2022-05-07,2022,5,Capcom,MotoGP 09/10,15.11,10,13.60,1,13.60
TXN0001753,2022-05-07,2022,5,Electronic Arts,Road Rash,13.20,30,9.24,1,9.24
TXN0001754,2022-05-07,2022,5,Electronic Arts,Medal of Honor: Rising Sun,15.19,40,9.11,1,9.11
TXN0001755,2022-05-07,2022,5,Sega,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,15.08,15,12.82,2,25.63
TXN0001756,2022-05-07,2022,5,Activision,Angry Birds: Star Wars,29.52,15,25.09,4,100.36
TXN0001757,2022-05-07,2022,5,Namco Bandai,Dynasty Warriors: Gundam 2,14.97,30,10.48,1,10.48
TXN0001758,2022-05-07,2022,5,Konami,Love Plus,19.72,10,17.75,1,17.75
TXN0001759,2022-05-07,2022,5,Rocket Company,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,11.95,0,11.95,1,11.95
TXN0001760,2022-05-07,2022,5,Ubisoft,Just Dance 2014,12.42,10,11.18,1,11.18
TXN0001761,2022-05-07,2022,5,Digital Tribe Games,Rush Bros.,10.01,0,10.01,2,20.01
TXN0001762,2022-05-07,2022,5,Natsume,Animal Kingdom: Wildlife Expedition,10.57,20,8.46,1,8.46
TXN0001763,2022-05-08,2022,5,Konami Digital Entertainment,Pro Yakyuu Spirits 2013,19.41,15,16.50,1,16.50
TXN0001764,2022-05-08,2022,5,Electronic Arts,Desert Strike Advance,6.02,0,6.02,1,6.02
TXN0001765,2022-05-08,2022,5,Namco,Super Wagyan Land,16.02,20,12.82,1,12.82
TXN0001766,2022-05-08,2022,5,EA Sports,Tiger Woods PGA Tour 08,10.10,20,8.08,1,8.08
TXN0001767,2022-05-08,2022,5,Konami,Castlevania: Lords of Shadow,15.98,0,15.98,1,15.98
TXN0001768,2022-05-08,2022,5,Majesco,Dark Arena,8.18,0,8.18,1,8.18
TXN0001769,2022-05-08,2022,5,Namco Bandai Games,Toriko: Gourmet Monsters!,6.88,20,5.50,2,11.00
TXN0001770,2022-05-08,2022,5,Sammy Corporation,Spy Fiction,18.46,20,14.77,4,59.07
TXN0001771,2022-05-08,2022,5,Nintendo,Wii Sports Club,17.60,0,17.60,1,17.60
TXN0001772,2022-05-08,2022,5,Nordic Games,Painkiller: Hell & Damnation,24.21,40,14.53,2,29.05
TXN0001773,2022-05-08,2022,5,Nintendo,Picross 2,7.30,15,6.20,1,6.20
TXN0001774,2022-05-08,2022,5,Activision,Wakeboarding Unleashed Featuring Shaun Murray,10.77,0,10.77,2,21.53
TXN0001775,2022-05-08,2022,5,Idea Factory,Kyoukai no Shirayuki,12.29,15,10.45,1,10.45
TXN0001776,2022-05-08,2022,5,Warner Bros. Interactive Entertainment,Scribblenauts: Unlimited,24.97,20,19.98,1,19.98
TXN0001777,2022-05-08,2022,5,Funbox Media,Atari Flashback Classics: Volume 3,20.35,30,14.24,1,14.24
TXN0001778,2022-05-09,2022,5,Disney Interactive Studios,The Chronicles of Narnia: Prince Caspian,5.55,10,5.00,1,5.00
TXN0001779,2022-05-09,2022,5,Konami,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,13.51,10,12.16,3,36.48
TXN0001780,2022-05-09,2022,5,Konami Digital Entertainment,Jikkyou Powerful Pro Baseball 2016,15.68,0,15.68,1,15.68
TXN0001781,2022-05-09,2022,5,Ubisoft,Monster Jam: Maximum Destruction,7.01,0,7.01,1,7.01
TXN0001782,2022-05-09,2022,5,Zoo Digital Publishing,Story Hour: Adventures,12.98,0,12.98,1,12.98
TXN0001783,2022-05-09,2022,5,Nintendo,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,13.53,0,13.53,1,13.53
TXN0001784,2022-05-09,2022,5,NEC Interchannel,Doukyuusei 2,9.64,25,7.23,1,7.23
TXN0001785,2022-05-09,2022,5,EA Sports BIG,NBA Street Vol. 2,12.40,50,6.20,1,6.20
TXN0001786,2022-05-09,2022,5,Sony Computer Entertainment,MLB 06: The Show,5.08,30,3.55,1,3.55
TXN0001787,2022-05-09,2022,5,Konami,Silent Hill 3,6.23,0,6.23,3,18.68
TXN0001788,2022-05-09,2022,5,2K Games,Battleborn,10.16,10,9.15,3,27.44
TXN0001789,2022-05-10,2022,5,EA Sports,Madden NFL 06,6.49,40,3.89,1,3.89
TXN0001790,2022-05-10,2022,5,O-Games,Great Party Games,14.86,15,12.63,1,12.63
TXN0001791,2022-05-10,2022,5,Takara Tomy,Naruto RPG 3: Rejiuu vs Konoha Shoutai,16.30,15,13.85,1,13.85
TXN0001792,2022-05-10,2022,5,KOEI,Romance of the Three Kingdoms VII,5.83,0,5.83,1,5.83
TXN0001793,2022-05-10,2022,5,Electronic Arts,MySims SkyHeroes,14.78,10,13.31,1,13.31
TXN0001794,2022-05-10,2022,5,Hudson Soft,Rooms: The Main Building,11.02,20,8.82,1,8.82
TXN0001795,2022-05-10,2022,5,THQ,SpongeBob's Truth or Square (US sales),12.67,20,10.13,1,10.13
TXN0001796,2022-05-10,2022,5,Ubisoft,Petz: Saddle Club,11.36,20,9.09,1,9.09
TXN0001797,2022-05-10,2022,5,Sega,Phantasy Star Universe: Ambition of the Illuminus,13.68,10,12.31,1,12.31
TXN0001798,2022-05-10,2022,5,TDK Mediactive,The Land Before Time: Big Water Adventure,18.25,25,13.69,1,13.69
TXN0001799,2022-05-10,2022,5,Sega,Football Manager 2019,20.65,10,18.58,3,55.75
TXN0001800,2022-05-10,2022,5,Sierra Entertainment,James Cameron's Dark Angel,14.66,0,14.66,1,14.66
TXN0001801,2022-05-10,2022,5,Atari,Godzilla: Destroy All Monsters Melee,15.18,10,13.66,1,13.66
TXN0001802,2022-05-10,2022,5,Sony Computer Entertainment,Killzone: Shadow Fall,19.23,15,16.34,1,16.34
TXN0001803,2022-05-10,2022,5,Electronic Arts,Space Hulk: Vengeance of the Blood Angels,14.06,20,11.25,1,11.25
TXN0001804,2022-05-11,2022,5,Electronic Arts,The Sims 2: Castaway,7.69,20,6.15,1,6.15
